,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
,"Lãnh đạo CQĐV theo hạn mức được cấu hình để sử dụng khen
 thưởng.",,,,
I.2,"Tặng thưởng nội bộ: Cho phép lãnh đạo hoặc CBNV gửi Cánh
 sen/Bông sen cho cá nhân/nhóm khác kèm nội dung ghi nhận, lý do khen thưởng và giá trị tương ứng.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.3,"Ghi nhận thưởng từ hoạt động/chương trình: Cho phép hệ thống tự động cộng điểm Cánh sen/Bông sen hoặc tiền thưởng cho người lao động khi tham gia hoặc đạt thành tích trong các
 chương trình, chiến dịch, cuộc thi hoặc sáng kiến do TCT phát động.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
I.4,"Chi trả thưởng tiền mặt: Cho phép thực hiện chi trả tiền thưởng từ Quỹ tiền mặt cho các ý tưởng/giải pháp/sáng kiến được phê duyệt, hỗ trợ lập danh sách chi trả và tích hợp xuất dữ liệu phục
 vụ thanh toán/kế toán.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
I.5,"Quy đổi điểm thưởng: Cho phép CBNV sử dụng Cánh sen/Bông sen để quy đổi thành quà tặng, vật phẩm hoặc phúc lợi theo danh
 mục và tỷ lệ quy đổi được cấu hình.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.6,"Quản lý danh mục quà tặng: Cho phép tạo, cập nhật và quản lý danh mục quà, số lượng tồn, giá trị quy đổi và trạng thái khả
 dụng.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.7,"Theo dõi số dư và lịch sử giao dịch: Cho phép người dùng xem số dư từng ví và toàn bộ lịch sử nhận, tặng, quy đổi, chi trả theo
 thời gian thực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.8,"Quản lý giao dịch minh bạch: Ghi nhận đầy đủ nhật ký giao
 dịch, thông tin người gửi/nhận, thời điểm, giá trị và lý do; hỗ trợ tra cứu, đối soát.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.9,"Cảnh báo và thông báo: Tự động gửi thông báo khi cấp phát
 điểm, nhận thưởng, gần hết ngân sách quỹ, hoặc khi giao dịch được phê duyệt/hoàn tất.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
II,Trò trơi hóa và bảng xếp hạng,,,,
II.1,"Hệ thống điểm kinh nghiệm (XP): Hệ thống cho phép ghi nhận và cộng điểm kinh nghiệm (XP) cho người dùng khi thực hiện các hoạt động trên nền tảng như: đề xuất ý tưởng, tham gia đánh giá, đóng góp nội dung tri thức, tham gia chiến dịch hoặc hoàn
 thành nhiệm vụ.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
II.2,"Hệ thống cấp độ người dùng: Hệ thống cung cấp cơ chế phân cấp độ người dùng dựa trên điểm kinh nghiệm tích lũy, với tối thiểu 100 cấp độ từ; mỗi cấp độ tương ứng với một ngưỡng điểm
 XP được cấu hình trên hệ thống.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
II.3,"Xem thông tin cấp độ và điểm XP: Cho phép người dùng xem
 thông tin cấp độ hiện tại, tổng điểm XP đã tích lũy, tiến độ lên cấp tiếp theo và lịch sử các hoạt động đã ghi nhận điểm.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.4,"Quản lý huy hiệu và thành tựu: Hệ thống cho phép cấu hình và cấp các huy hiệu (badges) và thành tựu (achievements) cho
 người dùng khi đạt được các mốc hoạt động hoặc thành tích nhất định trên hệ thống.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
II.5,"Quản lý nhiệm vụ (Missions): Hệ thống cho phép thiết lập các nhiệm vụ nhằm khuyến khích người dùng tham gia hoạt động
 đổi mới sáng tạo, bao gồm các loại nhiệm vụ: ngày/Tuần/Tháng.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.6,"Hồ sơ thành tích cá nhân: Cho phép người dùng xem hồ sơ thành tích cá nhân bao gồm cấp độ, điểm XP, huy hiệu đã đạt được,
 nhiệm vụ đã hoàn thành và các đóng góp trên nền tảng.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.7,"Bảng xếp hạng đóng góp theo tháng/ quý/ năm:
 - Hệ thống cho phép người dùng xem bảng xếp hạng theo tháng, bao gồm: Danh sách các đơn vị có đóng góp ý tưởng, giải pháp, sáng kiến nổi bật; Danh sách các cá nhân có đóng
 góp ý tưởng, giải pháp, sáng kiến nổi bật.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
,- Cơ chế tính điểm/xếp hạng phải cho phép cấu hình linh hoạt theo từng chương trình hoặc giai đoạn.,,,,
III,Chiến dịch & Cuộc thi,,,,
III.1,"Xem danh sách chiến dịch: Cho phép người dùng xem danh sách các chiến dịch đổi mới sáng tạo đã được tạo trên hệ thống theo phân quyền; danh sách hiển thị tối thiểu các thông tin: mã chiến dịch, tên chiến dịch, đơn vị tổ chức, thời gian triển khai, trạng
 thái và số lượng người tham gia.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.2,"Khởi tạo chiến dịch: Cho phép người dùng khởi tạo chiến dịch mới và nhập các thông tin chung của chiến dịch theo mẫu quy định, bao gồm: tên chiến dịch, mục tiêu, mô tả nội dung, đơn vị
 tổ chức, thời gian triển khai và phạm vi áp dụng.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.3,"Cập nhật thông tin chiến dịch: Cho phép người dùng chỉnh sửa hoặc cập nhật thông tin chiến dịch trong các trạng thái được hệ thống cho phép; mọi thay đổi phải được lưu vết để phục vụ theo
 dõi.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.4,"Thiết lập giai đoạn chiến dịch: Cho phép người dùng cấu hình các giai đoạn của chiến dịch, bao gồm số lượng giai đoạn, tên giai đoạn và thời gian bắt đầu/kết thúc của từng giai đoạn; hệ thống tự động chuyển trạng thái chiến dịch theo cấu hình thời
 gian.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.5,"Tìm kiếm và lọc chiến dịch: Cho phép người dùng tìm kiếm và lọc chiến dịch thông qua từ khóa liên quan đến tên, nội dung
 hoặc đơn vị tổ chức chiến dịch.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
III.6,"Thiết lập cơ chế thưởng: Cho phép người dùng thiết lập các điều khoản và mức thưởng cho từng giai đoạn hoặc toàn bộ chiến dịch dựa trên các hành động tham gia như nộp ý tưởng, hoàn
 thành thử thách hoặc đạt kết quả đánh giá.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
III.7,"Thiết lập huy hiệu chiến dịch: Cho phép người dùng lựa chọn và gắn các huy hiệu (badges) đã được cấu hình cho chiến dịch; huy hiệu được cấp cho người tham gia khi đạt được các điều
 kiện nhất định.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.8,"Đăng ký tham gia chiến dịch: Cho phép người dùng đăng ký tham gia chiến dịch; hệ thống ghi nhận thông tin người tham gia
 và cho phép theo dõi quá trình tham gia.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
III.9,"Nộp ý tưởng/giải pháp/sáng kiến cho chiến dịch: Cho phép người tham gia nộp ý tưởng, giải pháp hoặc sáng kiến vào chiến dịch theo quy trình đã được thiết lập; hệ thống liên kết dữ liệu
 đề xuất với chiến dịch tương ứng.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.10,"Chấm điểm và Ban giám khảo: Hệ thống hỗ trợ thiết lập danh sách Ban giám khảo, tiêu chí chấm điểm và cơ chế đánh giá cho từng giai đoạn hoặc vòng thi; cho phép giám khảo chấm điểm
 và ghi nhận nhận xét trực tiếp trên hệ thống.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
III.11,"Quản lý quỹ giải thưởng: Cho phép thiết lập tổng giá trị quỹ giải
 thưởng của chiến dịch và tự động phân bổ giải thưởng cho cá nhân hoặc nhóm đạt thành tích theo quy định đã được cấu hình.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
III.12,"Bảng xếp hạng (Leaderboard) của chiến dịch: Hệ thống cung cấp bảng xếp hạng theo thời gian thực dựa trên kết quả chấm điểm hoặc mức độ tham gia của cá nhân và nhóm trong chiến
 dịch.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
IV,Budget & Cost Management - Quản lý Chi phí & Ngân sách,,,,
IV.1,"Quản lý cấu trúc ngân sách:
 - Budget Source (Nguồn ngân sách): Phân loại rõ nguồn (nội
 bộ, quỹ đổi mới sáng tạo, quỹ cách sen, tài trợ, đối tác…) để theo dõi và báo cáo riêng biệt.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
,"- Fiscal Period (Kỳ tài chính): Quản lý theo năm/quý/phase dự án, đảm bảo chi tiêu đúng kỳ.
 - Budget Line (Dòng ngân sách): Quản lý ngân sách, chi phí cho các hoạt động R&D, thử nghiệm, công nghệ, đào tạo…
 - Hạn mức (Budget Limit): Thiết lập trần chi tiêu theo nhiều cấp (chương trình, đơn vị, dự án).",,,,
IV.2,"Theo dõi sử dụng ngân sách (Budget Tracking):
 - Cho phép theo dõi realtime mức độ sử dụng ngân sách theo nhiều cấp: Theo năm tài chính; Theo chương trình đổi mới sáng tạo; Theo hồ sơ/ý tưởng/dự án
 - Hiển thị trực quan: Đã phân bổ bao nhiêu; Đã cam kết bao nhiêu; Đã chi thực tế bao nhiêu; Còn lại bao nhiêu",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
IV.3,"Quản lý chênh lệch (Variance Control): Tự động theo dõi và cảnh báo chênh lệch giữa các lớp ngân sách:
 - Plan vs Allocation: lệch phân bổ
 - Allocation vs Commitment: chưa triển khai
 - Commitment vs Actual: chi vượt hoặc tiết kiệm",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
IV.4,"Cảnh báo & kiểm soát rủi ro (Alert & Risk Control): Thiết lập cảnh báo thông minh theo ngưỡng như (Vượt hạn mức ngân sách; Sắp hết ngân sách (ví dụ >80%); Chậm giải ngân (đã phân
 bổ nhưng chưa dùng); Chi tiêu bất thường (đột biến).",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
C,People & Capability – Con người và năng lực,,,,
I,Tích hợp năng lực toàn diện nhân viên,,,,
I.1,"Tích hợp dữ liệu từ hệ thống quản trị nhân sự của TCT để đồng
 bộ thông tin hiệu quả công việc và đánh giá nhân sự theo tiêu chuẩn KPI mới của TCT.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
I.2,Quản lý danh mục chức danh theo quy định của TCT,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3,"Quản lý thư viện tiêu chí đánh giá: Cho phép người dùng xem danh sách thư viện tiêu chí đánh giá CBNV; hỗ trợ tìm kiếm, lọc theo đơn vị, chức danh, loại tiêu chí, trạng thái và thời gian
 hiệu lực.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
I.4,"Xem chi tiết tiêu chí và trọng số: Cho phép xem chi tiết tiêu chí
 đánh giá của từng phòng/ban/chức danh, bao gồm mô tả, phương pháp đo lường, trọng số, thang điểm và ngưỡng đạt.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.5,"Cấu hình bộ tiêu chí theo đơn vị: Cho phép cấu hình linh hoạt
 bộ tiêu chí và trọng số khác nhau theo từng đơn vị/phòng ban/chức danh hoặc theo từng kỳ đánh giá.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.6,"Đánh giá năng lực định kỳ: Cho phép thực hiện đánh giá năng
 lực theo chu kỳ (tháng/quý/năm), hỗ trợ tự đánh giá, đánh giá của quản lý và đánh giá đa chiều).",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.7,Xem kết quả đánh giá hồ sơ năng lực của CBNV theo phân quyền hệ thống.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II,Đánh giá năng lực ĐMST,,,,
II.1,"Thiết lập mô hình đánh giá trưởng thành: Hệ thống cho phép cấu hình mô hình đánh giá mức độ trưởng thành về đổi mới sáng tạo của tổ chức theo nhiều cấp độ, tối thiểu từ Level 1 đến Level
 5",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
II.2,"Thực hiện khảo sát đánh giá năng lực: Cho phép triển khai các bộ câu hỏi khảo sát nhằm đánh giá mức độ trưởng thành về đổi mới sáng tạo của cá nhân, đơn vị hoặc toàn tổ chức; hệ thống
 ghi nhận và tổng hợp kết quả khảo sát theo từng tiêu chí đánh giá.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
II.3,"Biểu đồ năng lực toàn TCT: Hệ thống cung cấp biểu đồ trực quan dạng heatmap để thể hiện mức độ năng lực đổi mới sáng tạo của các đơn vị hoặc bộ phận trong tổ chức theo từng tiêu chí
 đánh giá.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
D,Platform Services – Dịch vụ nền tảng,,,,
I,Quản trị hệ thống,,,,
I.1,Đăng nhập và xác thực,,,,
I.1.1,"Cho phép người dùng thực hiện đăng nhập vào hệ thống. Người dùng có thể thực hiện bằng 1 trong 2 cách: Đăng nhập qua cơ chế LDAP của TCTHK hoặc Đăng nhập bằng tên người dùng
 và mật khẩu.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
I.1.2,Quên mật khẩu: Cho phép người dùng khôi phục và thay đổi mật khẩu trong trường hợp không đăng nhập được,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.1.3,Đăng xuất: Cho phép người dùng đăng xuất khỏi hệ thống.,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.1.4,Thay đổi mật khẩu: Cho phép người dùng thực hiện thay đổi mật khẩu.,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.2,Quản lý người dùng,,,,
I.2.1,Xem danh sách người dùng: Cho phép xem danh sách các người dùng trong hệ thống.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.2.2,Xem chi tiết thông tin người dùng.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
I.2.3,"Cập nhật thông tin người dùng: Cho phép cập nhật thông tin của 1 người dùng trong hệ thống. Các thông tin có thể được cập nhật bao gồm: Thông tin chung; Vai trò của người dùng; Phòng ban
 của người dùng.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
I.2.4,Tìm kiếm người dùng: Cho phép tìm kiếm thông tin của người dùng bằng các từ khóa để tìm kiếm qua tên hoặc email.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.2.5,"Lọc người dùng: Cho phép lọc danh sách người dùng dựa trên các tiêu chí như: Đơn vị, Vị trí…",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.2.6,Xóa người dùng: Cho phép xóa hồ sơ người dùng khỏi hệ thống,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.2.7,Xem hồ sơ cá nhân: Cho phép người dùng xem thông tin hồ sơ cá nhân,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.2.8,Cập nhật hồ sơ cá nhân: Cho phép người dùng thực hiện cập nhật thông tin trong hồ sơ cá nhân,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3,Quản lý Vai trò,,,,
I.3.1,Xem danh sách các vai trò: Cho phép xem danh sách các vai trò đã được tạo ra,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.2,"Xem chi tiết vai trò: Cho phép người dùng xem chi tiết vai trò. Các thông tin chi tiết có thể bao gồm: Thông tin chung của vai
 trò; Các nhóm quyền được áp dụng cho vai trò.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.3,"Khởi tạo thông tin vai trò: Cho phép thực hiện thêm vai trò. Thông tin thêm mới có thể bao gồm: Thông tin chung của vai
 trò; Gán các nhóm quyền được áp dụng cho vai trò.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
I.3.4,Tìm kiếm vai trò: Cho phép tìm kiếm thông tin của vai trò bằng các từ khóa,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.5,Lọc vai trò: Cho phép lọc danh sách vai trò dựa trên các tiêu chí.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.6,"Xóa vai trò: Cho phép xóa vai trò khỏi hệ thống. Những người dùng có vai trò bị xóa sẽ cần phải được cấp lại thông tin vai trò
 mới",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.7,Chỉnh sửa vai trò: Cho phép người dùng chỉnh sửa thông tin của vai trò.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.3.8,Vai trò được ủy quyền hoặc đăng ký hộ ý tưởng/ giải pháp/ sáng kiến.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.4,Quản lý cơ cấu tổ chức,,,,
I.4.1,"Đồng bộ danh sách, thông tin phòng, Ban từ hệ thống quản trị nhân sự của TCTHK",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.4.2,"Xem danh sách phòng ban: Cho phép người dùng xem danh sách, cây tổ chức các phòng ban trong hệ thống",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.4.3,Cho phép người dùng xem thông tin chi tiết của phòng ban,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.4.4,"Cho phép người dùng xem chi tiết danh sách nhân sự trong 1 phòng ban. Danh sách nhân sự được tổng hợp từ danh sách
 người dùng đã được đồng bộ và khởi tạo.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
I.4.5,"Khởi tạo thông tin phòng ban: Thông tin thêm mới có thể bao gồm: Thông tin chung của phòng ban; Thông tin phân cấp của
 phòng ban.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.4.6,Tìm kiếm phòng ban: Cho phép tìm kiếm thông tin của phòng ban bằng các từ khóa để tìm kiếm,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.4.7,Lọc phòng ban: Cho phép lọc danh sách phòng ban dựa trên các tiêu chí.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.4.8,"Xóa phòng ban: Cho phép xóa phòng ban khỏi hệ thống. Những người dùng có phòng ban bị xóa sẽ cần phải được cấp lại thông
 tin phòng ban mới",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.4.9,Chỉnh sửa phòng ban: Cho phép người dùng chỉnh sửa thông tin phòng ban.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
I.5,Quản lý mẫu thư khen/ Thư phản hồi,,,,
I.5.1,"Tạo, sửa, xóa, lưu trữ mẫu thư phản hồi theo từng loại: Thư khen
 – ý tưởng/ giải pháo/ sáng kiến được phê duyệt; Thư phản hồi tích cực – Không phê duyệt; Thư yêu cầu bổ sung/chỉnh sửa.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
I.5.2,Lưu lịch sử: Thư đã gửi; Thời gian gửi; Người gửi; Trạng thái gửi (thành công/thất bại).,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II,Quản lý cấu hình và tham số hệ thống,,,,
II.1,Tham số chấm điểm Ý tưởng,,,,
II.1.1,Xem danh sách các tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
II.1.2,"Xem chi tiết tiêu chí: Các trọng số chấm điểm cho tiêu chí; Mức điểm tối thiểu để được khen thưởng; Mức thưởng; Trạng thái;
 Ngày hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.1.3,Cho phép khởi tạo thêm tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.1.4,"Cho phép cập nhật tiêu chí chấm điểm như thông tin, trạng thái, hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.2,Tham số chấm điểm giải pháp,,,,
II.2.1,Xem danh sách các tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.2.2,"Xem chi tiết tiêu chí: Các trọng số chấm điểm cho tiêu chí; Mức
 điểm tối thiểu để được khen thưởng; Mức thưởng; Trạng thái; Ngày hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.2.3,Cho phép khởi tạo thêm tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.2.4,"Cho phép cập nhật tiêu chí chấm điểm như thông tin, trạng thái, hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.3,Tham số chấm điểm Sáng kiến,,,,
II.3.1,Xem danh sách các tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.3.2,"Xem chi tiết tiêu chí: Các trọng số chấm điểm cho tiêu chí; Mức điểm tối thiểu để được khen thưởng; Mức thưởng; Trạng thái;
 Ngày hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
II.3.3,Cho phép khởi tạo thêm tiêu chí chấm điểm.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.3.4,"Cho phép cập nhật tiêu chí chấm điểm như thông tin, trạng thái, hiệu lực.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.4,Cấu hình thời gian xử lý cho từng quy trình,,,,
II.4.1,"Hệ thống cho phép cấu hình thời gian xử lý (SLA) cho từng bước trong quy trình xử lý và phê duyệt Ý tưởng, Giải pháp và
 Sáng kiến.",Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.4.2,Thời gian xử lý tại mỗi bước phải được cấu hình linh hoạt.,Đáp ứng,Không đáp ứng,"Văn bản cam kết hoặc Giải pháp kỹ
 thuật",
II.4.3,"Hệ thống phải tự động ghi nhận thời điểm bắt đầu và kết thúc
 xử lý tại từng bước; so sánh với thời gian xử lý đã cấu hình để xác định đúng hạn, quá hạn hoặc sắp quá hạn.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.4.4,"Khi thời gian xử lý tại một bước sắp đến hạn hoặc quá hạn, hệ
 thống phải tự động gửi thông báo nhắc việc/cảnh báo đến người hoặc nhóm phụ trách và cấp quản lý liên quan.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.4.5,"Cho phép gia hạn hoặc điều chỉnh thời gian xử lý tại từng bước
 trong các trường hợp đặc biệt, đồng thời ghi nhận lý do và người thực hiện điều chỉnh.",Đáp ứng,Không đáp ứng,"Văn bản cam kết
 hoặc Giải pháp kỹ thuật",
II.5,Cấu hình danh hiệu/Huy hiệu ĐMST,,,,
II.5.1,"Hệ thống phải cho phép quản trị viên cấu hình danh hiệu/huy hiệu với các thông tin tối thiểu: Tên danh hiệu/huy hiệu; Mô tả ý nghĩa; Phân loại (cá nhân / đơn vị); Biểu tượng (icon, hình ảnh); Thời hạn hiệu lực (theo tháng, quý, năm hoặc không thời
 hạn); Trạng thái kích hoạt.",Đáp ứng,Không đáp ứng,Văn bản cam kết hoặc Giải pháp kỹ thuật,
,,,,,
,,,,,
STT,Mô tả yêu cầu kỹ thuật,Đánh giá,,Tài liệu đánh giá,
,,Đáp ứng,Không đáp ứng,,
